"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"variant_YMR108W_708_guide_chrXIII_+_484796",23537.0642841595,-0.0657440246919785,0.029999145647114,0,1,1
"variant_YNL329C_2460_guide_chrXIV_-_20172",20124.8656421211,-0.00937306588956368,0.0359002606131337,0,1,1
"variant_YAL002W_1020_guide_chrI_-_144727",3061.43174106707,-0.0035209363273552,0.0577219279913517,0,1,1
"neutral_YDR232W_1521_guide_chrIV_+_928976",22166.5645883491,-0.0659015026776803,0.0388744319171302,0,1,1
"variant_YBR126C_867_guide_chrII_-_489519",4590.3770624508,0.0962020704313678,0.0590989938128426,0,1,1
"variant_YPR103W_201_guide_chrXVI_-_732549",8279.43915006851,-0.0827549065852717,0.0405942764593007,0,1,1
"variant_YLR340W_438_guide_chrXII_+_806323",2393.39582424118,0.208466911219354,0.0645426443989244,0,1,1
"neutral_YJR016C_1542_guide_chrX_-_464661",15108.4352502189,-0.102831632574852,0.0452510452501175,0,1,1
"neutral_YDL220C_2223_guide_chrIV_-_62797",19918.2420211386,0.0863851765535646,0.0301531916698686,0,1,1
"neutral_YPR048W_1254_guide_chrXVI_+_660440",1368.76874878185,-0.0696667012963715,0.0916460073848574,0,1,1
"variant_YHR059W_15_guide_chrVIII_-_220124",10218.5470729377,-0.111077029423013,0.0426826270715568,0,1,1
"variant_YJL117W_306_guide_chrX_+_192841",12363.7341003964,-0.164912674288841,0.0355123283290168,0,1,1
"variant_YPR181C_567_guide_chrXVI_+_899098",29239.5690470082,0.459834178989531,0.033339499688729,0,1,1
"variant_YKL182W_60_guide_chrXI_+_100728",29692.3778445328,0.0697571613004922,0.0324496121591009,0,1,1
"variant_YOR362C_390_guide_chrXV_-_1018354",2603.90856852887,0.0675956997323425,0.0610177720772797,0,1,1
"variant_YNL267W_2898_guide_chrXIV_+_143779",8587.30716841054,-0.0687558484013286,0.0441490565302278,0,1,1
"variant_YER019W_444_guide_chrV_+_193237",28579.3932819186,0.19009804652234,0.030772887364871,0,1,1
"neutral_YDR236C_177_guide_chrIV_-_935713",31048.5989995996,-0.06716347881139,0.0319894208970591,0,1,1
"variant_YIL150C_1422_guide_chrIX_+_61298",7730.43303284021,-0.0025513302121027,0.0465416344548582,0,1,1
"variant_YOR272W_906_guide_chrXV_-_833719",7566.0044138992,0.0719420567899119,0.0407719659630449,0,1,1
"variant_YLR276C_198_guide_chrXII_+_696628",310.001186223626,-0.565815701007252,0.18588118039314,0,1,1
"variant_YFL036W_2886_guide_chrVI_+_61665",24556.4352216739,0.322840679737497,0.0289424303613615,0,1,1
"variant_YJL050W_519_guide_chrX_+_343038",1753.2807503744,0.40936128951144,0.0960343705125151,0,1,1
"variant_YLR175W_567_guide_chrXII_+_506705",11818.142130588,-0.0462815860867673,0.0397279214158502,0,1,1
"variant_YOL021C_2538_guide_chrXV_+_282888",10441.0216852042,0.245461721041476,0.0383904789547764,0,1,1
"neutral_YGR065C_141_guide_chrVII_+_619713",45528.3000720976,0.190131369370974,0.0269986429537765,0,1,1
"variant_YML091C_255_guide_chrXIII_+_90473",56013.0152803562,0.0655421744243126,0.0307012241185378,0,1,1
"variant_YNR053C_1290_guide_chrXIV_-_721292",2223.9073920036,0.202485217310793,0.0653126004194705,0,1,1
"variant_YLR249W_2940_guide_chrXII_+_639721",8951.44939706348,0.257718520493684,0.0429056972180169,0,1,1
"neutral_YDL205C_312_guide_chrIV_-_93436",21810.1561445161,0.0641101979146101,0.0352514770986721,0,1,1
"neutral_YIL048W_240_guide_chrIX_-_261675",1570.66746622056,-0.030866165927244,0.0783860187051619,0,1,1
"variant_YGR229C_1128_guide_chrVII_+_949774",12557.3572667942,0.1256633431156,0.0337355339699704,0,1,1
"variant_YGL008C_1044_guide_chrVII_+_481621",9330.38874203052,0.00961933483954205,0.0496304365735879,0,1,1
"variant_YKL173W_1449_guide_chrXI_+_123971",24815.9323228849,-0.0530495184817975,0.0405919833409192,0,1,1
"variant_YLR316C_780_guide_chrXII_+_765449",6241.77889859246,0.290266777430705,0.0508462004810602,0,1,1
"variant_YPR108W_759_guide_chrXVI_+_743210",9922.14727300019,0.103253368901183,0.0366577650003578,0,1,1
"variant_YML041C_126_guide_chrXIII_+_195625",11347.8930159248,-0.40068062518763,0.0448700556951509,0,1,1
"neutral_YGL068W_315_guide_chrVII_-_375404",9926.4493066025,0.317751323508979,0.0404957579798894,0,1,1
"neutral_YHR034C_81_guide_chrVIII_-_177920",42690.0509290082,-0.0292020923525124,0.0368161761809735,0,1,1
"variant_YJR072C_81_guide_chrX_+_572044",36662.1463723074,0.0593589023050733,0.0358719801953268,0,1,1
"variant_YDL087C_711_guide_chrIV_-_300291",5226.71563812529,-0.0916857765335643,0.0488462753063619,0,1,1
"variant_YMR202W_24_guide_chrXIII_+_667562",8168.25800736124,0.136757423182981,0.0395014133561399,0,1,1
"variant_YGL022W_69_guide_chrVII_+_452474",1170.97507857931,-0.055040149139899,0.0966517250200087,0,1,1
"neutral_YER125W_1173_guide_chrV_+_411361",18865.3649337248,0.341193149720402,0.0317513559338069,0,1,1
"variant_YDR232W_1020_guide_chrIV_+_928476",36837.6665217454,0.155834275365308,0.0281065545151961,0,1,1
"variant_YOR159C_240_guide_chrXV_+_633321",16008.7224825135,0.00909672388867224,0.036431607505701,0,1,1
"neutral_YMR301C_1719_guide_chrXIII_-_867909",20759.6871031202,0.241750230921848,0.0328399419076464,0,1,1
"variant_YER008C_900_guide_chrV_-_170917",13360.4307237945,-0.0302043069795923,0.038067721258821,0,1,1
"variant_YNR006W_984_guide_chrXIV_-_637976",46034.4893880588,0.294507218029359,0.0326960414348463,0,1,1
"variant_YDR245W_339_guide_chrIV_+_953141",2442.62478560612,-0.0539396168731088,0.07201943952057,0,1,1
"variant_YGR030C_69_guide_chrVII_-_546091",1451.80982527901,0.0568359878735819,0.0864412774545679,0,1,1
"variant_YBR202W_1542_guide_chrII_-_627311",1009.20302306862,0.340668033748669,0.102763187469341,0,1,1
"variant_YLR182W_588_guide_chrXII_-_518527",27487.4440992895,-0.0611047493050644,0.0317010294811285,0,1,1
"neutral_YJL026W_312_guide_chrX_-_392716",328.04226140423,0.116122849503795,0.183067140253143,0,1,1
"neutral_YKL152C_537_guide_chrXI_-_163843",27188.0066414962,0.147651674856562,0.0366232274561746,0,1,1
"variant_YBR080C_1224_guide_chrII_+_399666",3353.24589622233,-0.000655238190461063,0.0633108775253208,0,1,1
"variant_YAL043C_2151_guide_chrI_+_58894",38229.7793856124,0.13070723003618,0.0266676323071733,0,1,1
"variant_YGR065C_45_guide_chrVII_+_619816",1771.42283496771,0.039782673976787,0.0803554171458994,0,1,1
"variant_YML031W_120_guide_chrXIII_-_214316",7463.98046236357,-0.0150362937954013,0.0426553556679549,0,1,1
"variant_YOL004W_1161_guide_chrXV_-_318106",20712.9283547292,-0.00967611026398866,0.0304598507384149,0,1,1
"neutral_YCR072C_1230_guide_chrIII_-_241117",20012.2394712907,0.0517134995742236,0.0334969068284952,0,1,1
"neutral_YCR089W_108_guide_chrIII_-_267541",2931.03564072617,0.151988303538713,0.0711046025973044,0,1,1
"variant_YDL117W_519_guide_chrIV_-_249096",11833.3168953317,-0.188486772121384,0.0400180420042296,0,1,1
"neutral_YKL112W_603_guide_chrXI_+_227173",20438.5869187862,-0.0457192067269497,0.0313219309656958,0,1,1
"variant_YER151C_450_guide_chrV_-_471970",10018.7093126413,0.163274856563447,0.0434785652881522,0,1,1
"variant_YLR056W_198_guide_chrXII_+_254059",70.194012544716,-3.43028162076341,0.522549536520052,-5.45456731192418,4.90922365189942e-08,4.28510249791897e-06
"neutral_YCR057C_1338_guide_chrIII_+_221883",847.669747494323,0.32528304685374,0.131316859972518,0,1,1
"neutral_YDR160W_1821_guide_chrIV_+_777985",7027.51672759161,-0.129016436839174,0.0511724691508348,0,1,1
"variant_YJL041W_303_guide_chrX_+_366209",8583.87296301671,-0.0495864748418163,0.0400829346352,0,1,1
"neutral_YDL140C_1041_guide_chrIV_-_209522",11163.6359733758,0.0856847318744829,0.0469454640582354,0,1,1
"neutral_YFL009W_18_guide_chrVI_-_116163",10145.0276869618,0.0168231943411671,0.0372025504412317,0,1,1
"variant_YHR065C_585_guide_chrVIII_+_228447",11440.1189296566,-0.0391356577119952,0.0376740558005828,0,1,1
"variant_YIR006C_1260_guide_chrIX_-_368650",12190.9965853127,0.164931642788908,0.0355931342197346,0,1,1
"variant_YDR508C_1386_guide_chrIV_-_1467060",19231.425308081,-0.143544826037437,0.0304630711496682,0,1,1
"variant_YPL007C_1056_guide_chrXVI_-_542791",1001.71030531503,0.157696886393261,0.0962238673256048,0,1,1
"variant_YPR033C_975_guide_chrXVI_-_638045",14325.4050916771,-0.0281924708977253,0.0430676593489896,0,1,1
"variant_YGL233W_2094_guide_chrVII_+_61213",4142.25911104314,0.103909902983841,0.0590671175301472,0,1,1
"variant_YBR135W_18_guide_chrII_+_504876",28344.7128725513,0.127662566315777,0.0343941245498998,0,1,1
"variant_YJL019W_1404_guide_chrX_-_404301",45012.0264346517,0.0278124998619301,0.0285504584683227,0,1,1
"variant_YKL195W_63_guide_chrXI_+_75880",15463.7953611908,0.314366516668764,0.0413750058788724,0,1,1
"neutral_YOR287C_618_guide_chrXV_+_851219",10770.2872195955,-0.227723894824596,0.041135834881224,0,1,1
"variant_YDR128W_378_guide_chrIV_+_709924",14485.196635805,0.195517990031237,0.0364194637305105,0,1,1
"variant_YER043C_624_guide_chrV_+_236488",25924.8447961375,0.250232716098908,0.0361659968895563,0,1,1
"variant_YCR089W_1866_guide_chrIII_-_269301",8383.47643681887,-0.0851459634544029,0.0431132671671115,0,1,1
"variant_YHR070W_591_guide_chrVIII_+_235476",28893.7114496125,0.104672068891987,0.0314425136518844,0,1,1
"variant_YDR232W_432_guide_chrIV_+_927888",26893.5019607421,-0.034593756055543,0.0282387985798885,0,1,1
"variant_YIL068C_12_guide_chrIX_+_235455",3578.0662283078,-0.326459834523963,0.0790637688518223,0,1,1
"variant_YFL036W_39_guide_chrVI_-_58825",3393.88984828438,-0.17146287245197,0.0555399353488129,0,1,1
"variant_YGL256W_894_guide_chrVII_-_16052",12638.8248548156,-0.0206353094961714,0.0344417820129385,0,1,1
"variant_YLR075W_312_guide_chrXII_+_283240",41099.9612501749,0.025328224539536,0.0278555175576955,0,1,1
"variant_YLR141W_276_guide_chrXII_+_423962",22831.4277657131,0.0849819252776544,0.0297484898884917,0,1,1
"variant_YLR355C_102_guide_chrXII_+_839148",6466.40002061639,0.193556513611243,0.0488327472961058,0,1,1
"variant_YAL038W_1275_guide_chrI_-_73068",2194.50789116225,0.00796849046429449,0.067778764017734,0,1,1
"variant_YDL164C_90_guide_chrIV_-_167162",11504.2221649617,0.0324683177085113,0.0371365486098557,0,1,1
"random_new_2",21554.8036189097,0.0457690969543487,0.0308824469949092,0,1,1
"variant_YOL072W_531_guide_chrXV_-_195505",5282.77742639221,-0.156454338459454,0.0484185396852384,0,1,1
"variant_YDL140C_2322_guide_chrIV_-_208234",9066.29233821344,0.0469469172252365,0.0383982468418848,0,1,1
"variant_YOR335C_1338_guide_chrXV_+_947767",25169.0419831579,0.0274541093527414,0.0310584290084452,0,1,1
"variant_YKL060C_957_guide_chrXI_+_326530",58039.43044027,-0.349727231959963,0.0301575142947092,0,1,1
"neutral_YOR181W_753_guide_chrXV_-_676691",18931.2110970613,0.0913124448593218,0.0385352258386125,0,1,1
"variant_YAL002W_198_guide_chrI_-_143911",18820.2034460523,-0.123194657769621,0.0337800072672793,0,1,1
"variant_YMR116C_432_guide_chrXIII_-_500258",23037.2618336513,-0.0916672716302575,0.0311222292914307,0,1,1
"variant_YGL201C_1809_guide_chrVII_-_119093",27381.5272654819,0.0928500477872241,0.0282372819710531,0,1,1
"variant_YFR052W_453_guide_chrVI_+_252958",8790.30834248205,0.183846614853859,0.0417971446915622,0,1,1
"neutral_YKL197C_2724_guide_chrXI_-_71143",5528.52189980834,-0.165611744999361,0.048311520645936,0,1,1
"variant_YKL144C_117_guide_chrXI_+_176357",7169.94362224593,-0.323085900293316,0.0425543595574736,0,1,1
"deletion_2_YDL227C_195_guide_chrIV_+_47839",25372.6273386716,-0.15377146637743,0.0398973862743074,0,1,1
"variant_YLR355C_138_guide_chrXII_+_839113",3078.67291859711,0.252523277706887,0.0749409033616358,0,1,1
"neutral_YER008C_900_guide_chrV_+_170918",9686.08109687891,0.0503389236955079,0.0404016176474966,0,1,1
"variant_YNL232W_756_guide_chrXIV_+_215676",25770.7275061076,0.115634039796041,0.0284354209366057,0,1,1
"variant_YMR227C_831_guide_chrXIII_-_723554",5012.72512208622,-0.0846547615291321,0.058167415085752,0,1,1
"variant_YLR355C_72_guide_chrXII_+_839174",26833.7088287655,0.251915647424739,0.0427708263177794,0,1,1
"variant_YPL128C_1089_guide_chrXVI_+_307130",23167.0036787881,0.106854767169123,0.0303328926836585,0,1,1
"variant_YPR024W_624_guide_chrXVI_+_611109",23266.0633578648,-0.118773382244626,0.0313881248728775,0,1,1
"variant_YIL019W_648_guide_chrIX_+_315746",7903.08583208277,-0.0765183052329442,0.0462098084994286,0,1,1
"variant_YLR186W_27_guide_chrXII_-_523666",52539.6732719312,0.251781877217527,0.0257422017168282,0,1,1
"neutral_YMR043W_849_guide_chrXIII_-_354727",2753.47223921491,-0.115388887785298,0.0658648809816795,0,1,1
"variant_YGR277C_807_guide_chrVII_-_1045751",7511.74918807723,0.238440633844438,0.0517334522857604,0,1,1
"variant_YMR307W_1587_guide_chrXIII_-_888596",13027.5570399636,0.0341729148648219,0.0395480482192401,0,1,1
"variant_YHR068W_711_guide_chrVIII_-_232850",3848.16274714883,-0.0026561585835982,0.0640048840857237,0,1,1
"variant_YGL111W_834_guide_chrVII_-_300813",22625.4641451147,0.139276963983931,0.0355801945382338,0,1,1
"neutral_YGR065C_18_guide_chrVII_-_619837",1256.70543998557,-0.122060435878629,0.0857937826779789,0,1,1
"variant_YIL078W_102_guide_chrIX_-_212607",10552.2300190377,-0.042446945841572,0.0408142595143626,0,1,1
"neutral_YOR204W_1626_guide_chrXV_-_724544",30150.4834313492,0.127740946867888,0.0304466851752638,0,1,1
"variant_YHR074W_1956_guide_chrVIII_-_248146",28337.5576511274,-0.028041611573597,0.0393241466321175,0,1,1
"neutral_YDR232W_996_guide_chrIV_-_928451",4503.00523067393,0.406376602849633,0.052849740822616,0,1,1
"variant_YGL238W_300_guide_chrVII_+_49852",849.893651209137,0.669015264568111,0.11834436457078,0.752171553676921,0.451947898049322,1
"neutral_YER043C_1248_guide_chrV_+_235872",3719.55788495791,0.140695356719482,0.054123818763486,0,1,1
"neutral_YJL028W_255_guide_chrX_+_391570",3010.42946161341,0.280722684134358,0.0621104400281618,0,1,1
"variant_YFL054C_1263_guide_chrVI_-_21524",2226.4126494251,-0.268603779267437,0.0715486908588385,0,1,1
"variant_YFR029W_87_guide_chrVI_+_211020",23501.9700098589,0.170133013000408,0.0324008109799174,0,1,1
"variant_YDL207W_309_guide_chrIV_-_88553",13670.2225786465,0.0343474732111955,0.0361556692241086,0,1,1
"variant_YKR082W_108_guide_chrXI_-_592939",14867.1718368539,-0.0251434946637146,0.0332460148072128,0,1,1
"variant_YML125C_882_guide_chrXIII_-_20813",8627.86933701498,0.148845466344308,0.0407676585959291,0,1,1
"variant_YDR388W_1023_guide_chrIV_+_1251213",3209.42951040684,0.386833138764887,0.0706443368094886,0,1,1
"variant_YOL012C_144_guide_chrXV_+_303834",5648.52136493105,0.179391883022253,0.0461251681797267,0,1,1
"variant_YCR077C_627_guide_chrIII_-_252000",10364.001035038,0.348896005179235,0.0410814166686461,0,1,1
"variant_YMR116C_174_guide_chrXIII_+_500514",17404.9364936727,0.111586249421216,0.0350759495303888,0,1,1
"variant_YOR046C_345_guide_chrXV_+_415559",10432.9798971226,-0.587501028637306,0.0554500882699765,-0.13527532365295,0.892394194596498,1
"variant_YPR144C_429_guide_chrXVI_+_820987",7439.86925840981,-0.246758765550406,0.0433230092128912,0,1,1
"variant_YKL064W_2721_guide_chrXI_+_320482",7801.68820490605,-0.252591786569562,0.0413128552736826,0,1,1
"neutral_YBR252W_429_guide_chrII_+_723041",20193.1148789293,-0.17248348362992,0.0350990967967992,0,1,1
"variant_YOL146W_135_guide_chrXV_-_49003",24987.2496853582,0.120977055918986,0.0324814860688702,0,1,1
"neutral_YHR089C_48_guide_chrVIII_-_283245",17352.5064003897,0.184903144935199,0.0410587957123752,0,1,1
"variant_YDR238C_1587_guide_chrIV_+_939231",18602.3091569124,0.155602118884149,0.0393977283963574,0,1,1
"variant_YML093W_969_guide_chrXIII_-_84065",9589.12754727367,0.0651481815083669,0.0486491364273679,0,1,1
"variant_YPL255W_621_guide_chrXVI_-_68350",8253.32545221591,-0.116771501690087,0.0409385227483058,0,1,1
"neutral_YLR085C_1101_guide_chrXII_-_300891",5399.31957926218,-0.180752343040113,0.0498279274476115,0,1,1
"variant_YGR009C_759_guide_chrVII_-_510241",1976.399599338,0.0228563889297626,0.0835436168422067,0,1,1
"neutral_YDR145W_891_guide_chrIV_-_747636",14897.998829365,0.0243900789344125,0.0395090941761095,0,1,1
"neutral_YBL050W_456_guide_chrII_-_125698",12422.4227839141,-0.0163285334515061,0.0408561699036557,0,1,1
"variant_YCR012W_1122_guide_chrIII_-_138874",9244.01022872144,0.185000691254954,0.0490365297937695,0,1,1
"neutral_YBR135W_225_guide_chrII_-_505086",49154.3612104507,0.0784312645301699,0.02730236769139,0,1,1
"variant_YKL019W_96_guide_chrXI_+_402667",11910.7143443104,0.0378171607621333,0.0366163652696569,0,1,1
"variant_YDR382W_60_guide_chrIV_-_1239555",13159.2370421055,0.19889409884148,0.0480662698565118,0,1,1
"variant_YLR088W_42_guide_chrXII_+_316145",10855.7615310791,-0.0233014910528174,0.038963664690062,0,1,1
"neutral_YGR191W_150_guide_chrVII_+_880570",5177.6225551293,0.0482624994980897,0.0467769736820904,0,1,1
"neutral_YER125W_447_guide_chrV_-_410635",4030.83130544291,0.14905812145388,0.0518014535683688,0,1,1
"variant_YDR443C_144_guide_chrIV_-_1349790",18557.5833455633,-0.0543287244533824,0.031983244193838,0,1,1
"variant_YIL046W_717_guide_chrIX_+_269369",8627.95570594094,0.224623438224136,0.0406679551945881,0,1,1
"variant_YOR254C_51_guide_chrXV_-_806966",8101.52136944437,0.149373360967356,0.0391111410223575,0,1,1
"variant_YLR190W_1155_guide_chrXII_-_536375",9980.69258975349,-0.0518087025133283,0.0545488339649901,0,1,1
"variant_YCR072C_609_guide_chrIII_-_241739",13061.8872130323,0.0302325463901914,0.0417421633978201,0,1,1
"variant_YBR192W_174_guide_chrII_+_607823",6659.91364673509,-0.191807708356373,0.0491123040944623,0,1,1
"variant_YHL027W_1335_guide_chrVIII_+_52446",12199.1044591726,0.127220576824578,0.0354375734485226,0,1,1
"variant_YAL032C_225_guide_chrI_-_84252",5314.34158656217,0.365560228382379,0.0489283121533475,0,1,1
"variant_YDL148C_999_guide_chrIV_-_189584",9054.42007112923,-0.00820208913821398,0.0475049604986648,0,1,1
"variant_YCR057C_963_guide_chrIII_+_222261",35080.1368124397,-0.082163178383701,0.0296409836771027,0,1,1
"neutral_YCR071C_93_guide_chrIII_+_240443",10012.4193446711,-0.285940840745884,0.0453257666209757,0,1,1
"variant_YDR398W_114_guide_chrIV_+_1267586",12500.3907044257,0.165974260682244,0.0337467229183732,0,1,1
"variant_YKL192C_27_guide_chrXI_-_80506",134863.734299795,0.490660112491381,0.0280295185862651,0,1,1
"neutral_YBR252W_420_guide_chrII_-_723031",11588.7366435697,0.0966091707157424,0.0358675293039561,0,1,1
"neutral_YLR153C_1194_guide_chrXII_+_446374",3215.76712161423,0.121241047710076,0.0632026782797474,0,1,1
"variant_YGR245C_1518_guide_chrVII_+_980543",11009.3458490247,-0.466435155791435,0.0387318954404022,0,1,1
"variant_YMR079W_33_guide_chrXIII_-_425184",10126.7381359157,0.0211896765034623,0.0450400386168461,0,1,1
"variant_YDR037W_579_guide_chrIV_+_526023",1033.94188952459,0.670960933491696,0.106488216864383,0.85418777936284,0.393000953266446,1
"variant_YDR356W_2652_guide_chrIV_-_1188758",1407.92564319777,-0.188275642187342,0.0832587096064324,0,1,1
"variant_YMR190C_2976_guide_chrXIII_-_642280",18680.1682886126,-0.0386801316826903,0.0356001238347526,0,1,1
"variant_YMR043W_768_guide_chrXIII_-_354637",27885.4746669777,0.400680914319433,0.0297620198093021,0,1,1
"variant_YJL050W_519_guide_chrX_+_343042",420.410754016729,-0.231988509176775,0.147682426925539,0,1,1
"variant_YOR069W_561_guide_chrXV_-_454332",879.756649427141,-0.213453121996281,0.102442661469617,0,1,1
"variant_YMR128W_2334_guide_chrXIII_+_526032",13702.2203633873,-0.119140462083425,0.0402627906366232,0,1,1
"variant_YNL272C_873_guide_chrXIV_+_128209",21704.522267623,-0.118678446287208,0.0401905629871217,0,1,1
"variant_YMR213W_1251_guide_chrXIII_-_694634",25738.3346210379,-0.0686922585667205,0.0309956061422619,0,1,1
"variant_YIL142W_486_guide_chrIX_-_83794",1119.61041715692,0.0613873496926525,0.0980243398255725,0,1,1
"variant_YPL028W_207_guide_chrXVI_-_498302",11262.9415472891,-0.140347874158439,0.0369288061450234,0,1,1
"variant_YJL041W_303_guide_chrX_-_366212",3081.61255025426,0.0891786738265086,0.0609972241482785,0,1,1
"variant_YGL044C_219_guide_chrVII_+_416819",8244.79387997178,-0.0477933823935247,0.040173798623228,0,1,1
"neutral_YMR301C_117_guide_chrXIII_-_869513",1399.50390328059,-0.00351270468335244,0.0880331944333509,0,1,1
"neutral_YJR006W_1236_guide_chrX_-_450438",19661.02734461,0.189620236051489,0.0303025226519694,0,1,1
"neutral_YMR307W_1515_guide_chrXIII_+_888522",32715.2314951096,-0.0130278437595266,0.0349583798827502,0,1,1
"variant_YOR157C_216_guide_chrXV_-_631530",4027.98827474386,0.744671033335436,0.052368042972987,3.14449469536942,0.00166373927633752,0.0556345040828247
"variant_YBR236C_597_guide_chrII_+_691095",1425.45852425085,-0.0422650559166748,0.0921876860004796,0,1,1
"neutral_YBR196C_54_guide_chrII_+_613845",4104.93716747481,0.255790973897037,0.0545027742851308,0,1,1
"variant_YJL026W_792_guide_chrX_-_393202",11381.3360190432,0.300238684638766,0.0358795795583361,0,1,1
"variant_YLR274W_1560_guide_chrXII_+_693112",11682.7593654294,0.0848503899810063,0.0360161828113941,0,1,1
"neutral_YDL031W_51_guide_chrIV_+_394271",5596.53627087454,-0.0731356885177609,0.0557087484429147,0,1,1
"variant_YBR038W_2268_guide_chrII_-_314173",451.828578548787,0.178923336568359,0.153791888114146,0,1,1
"variant_YJL028W_306_guide_chrX_+_391619",13661.4562955821,0.0743474185824385,0.0332892125272821,0,1,1
"variant_YHR020W_78_guide_chrVIII_+_144071",9312.42249877888,0.0909035010138172,0.0486028115059089,0,1,1
"variant_YJL041W_87_guide_chrX_-_365992",5866.37627279134,0.114335260089528,0.0468635737535491,0,1,1
"variant_YOL094C_180_guide_chrXV_+_142367",30513.9898725319,0.198530123493592,0.0371816692886965,0,1,1
"neutral_YDR232W_1020_guide_chrIV_+_928473",59369.0269261599,0.0129386071721395,0.0267823918522996,0,1,1
"variant_YLR384C_192_guide_chrXII_-_892707",9824.15929016841,-0.137960592588262,0.0411027826564395,0,1,1
"variant_YDR499W_840_guide_chrIV_+_1448673",9310.68886663424,-0.136687741413273,0.0393044554941282,0,1,1
"variant_YNL080C_942_guide_chrXIV_+_477092",11300.5805596779,-0.420609211039714,0.0522036807887128,0,1,1
"variant_YIL022W_258_guide_chrIX_-_311429",54040.8772262914,-0.0819564186604076,0.0257839787828878,0,1,1
"variant_YER147C_1338_guide_chrV_+_463499",26094.0488758416,0.0626945900453958,0.0295171685689936,0,1,1
"variant_YML091C_84_guide_chrXIII_+_90640",12821.522238843,-0.0758998957922787,0.0369281035768788,0,1,1
"variant_YLR371W_963_guide_chrXII_-_863683",23393.5503883292,0.188508892902662,0.0386541277987755,0,1,1
"control_YIR001C_0_guide_chrIX_-_356891",4017.08447225929,-0.151378689536197,0.0632944146130844,0,1,1
"variant_YKL088W_1662_guide_chrXI_-_276942",9372.60594446298,0.263743137653204,0.0424554254792531,0,1,1
"variant_YNL007C_237_guide_chrXIV_-_619326",18543.382563173,0.370904430390046,0.0943760440907581,0,1,1
"variant_YMR108W_153_guide_chrXIII_-_484240",8644.9263042223,0.0624500841604246,0.0417530467490022,0,1,1
"neutral_YPR088C_399_guide_chrXVI_-_712624",10545.698626585,-0.108785948022749,0.0374218477599489,0,1,1
"control_YCR067C_276_guide_chrIII_+_236042",2881.67900487373,-4.47892317342062,0.0997766401850763,-39.0765129612351,0,0
"variant_YIR023W_2550_guide_chrIX_-_402326",2279.00238616377,-0.127325577447567,0.0750572591662311,0,1,1
"variant_YBR252W_420_guide_chrII_+_723032",3827.70314238073,-0.00602357753264545,0.0533013832929795,0,1,1
"variant_YLL031C_3006_guide_chrXII_-_77197",6305.13686369027,0.0896554686332233,0.0471859811033996,0,1,1
"variant_YAL002W_27_guide_chrI_-_143732",15936.252652413,0.167347455023183,0.0351122006157039,0,1,1
"variant_YNL039W_363_guide_chrXIV_-_555415",41160.4148335686,-0.0858188927346901,0.0331383852378486,0,1,1
"neutral_YCR089W_2589_guide_chrIII_-_270029",6646.47313854298,-0.0130785174939386,0.0500351347109769,0,1,1
"variant_YLR117C_2031_guide_chrXII_+_382496",15521.0121214519,-0.093952625769977,0.0354901029817387,0,1,1
"neutral_YKR063C_12_guide_chrXI_+_562282",1809.67574295593,-0.34395315825759,0.0757388488255736,0,1,1
"variant_YNL317W_1095_guide_chrXIV_-_41720",11685.3962816246,0.0117982439077516,0.0380928017098376,0,1,1
"variant_YIL115C_1008_guide_chrIX_-_147697",7812.30729933219,0.228602478318367,0.0399018322312888,0,1,1
"neutral_YBR126C_33_guide_chrII_-_490354",38921.1678629401,0.193852948158567,0.0282519252799352,0,1,1
"variant_YDL205C_312_guide_chrIV_-_93436",12141.8217800455,0.0660269519129613,0.0399014217824351,0,1,1
"variant_YGR245C_240_guide_chrVII_+_981827",37643.1407588404,0.0744020265785217,0.02934991408128,0,1,1
"variant_YKL192C_27_guide_chrXI_+_80502",76514.1793997165,0.615814299244542,0.0803742949698513,0.445593945899942,0.65589058452629,1
"variant_YLR186W_27_guide_chrXII_+_523663",43088.4208862681,0.134312509198972,0.030745216186386,0,1,1
"variant_YFR031C_108_guide_chrVI_+_219994",26311.0192109339,0.0272507022583015,0.0320575736547208,0,1,1
"neutral_YNL329C_2601_guide_chrXIV_+_20031",3531.27831667712,0.133102112925539,0.0552642249626557,0,1,1
"variant_YLR234W_543_guide_chrXII_+_610322",121407.148884806,0.101262317608646,0.0279038603715141,0,1,1
"variant_YCR012W_636_guide_chrIII_+_138382",21924.5549342148,0.284636469110516,0.0299648552519522,0,1,1
"variant_YBL004W_87_guide_chrII_+_227720",4737.30160326904,-0.109298197169868,0.0550859504519083,0,1,1
"variant_YKL210W_330_guide_chrXI_+_39490",36148.5318713119,-0.0144914441330709,0.0290817329070066,0,1,1
"variant_YNR046W_399_guide_chrXIV_-_708191",4945.77556761579,-0.090895162164161,0.0491343381174011,0,1,1
"neutral_YPR035W_759_guide_chrXVI_-_642973",24076.5253187441,-0.0282090484070222,0.0292272895834921,0,1,1
"variant_YMR207C_306_guide_chrXIII_+_683255",9757.56361273362,-0.0506847671287297,0.0390887627717805,0,1,1
"neutral_YGL201C_1809_guide_chrVII_-_119093",34834.1939685348,0.111551813299873,0.0280454599493021,0,1,1
"neutral_YIL048W_2619_guide_chrIX_+_264058",37166.9653969662,-0.105557737463895,0.0417159743891302,0,1,1
